0.0 3.11922259278
0.05 2.32339894689
0.1 1.68969830489
0.15 1.19183355326
0.2 0.807446850442
0.25 0.517542968441
0.3 0.306002963096
0.35 0.159166882766
0.4 0.0654758052986
0.45 0.0151648523976
0.5 0.0
0.55 0.0130525094199
0.6 0.048505669579
0.65 0.101489285258
0.7 0.167937986826
0.75 0.244469987898
0.8 0.328283391243
0.85 0.417067550944
0.9 0.50892734931
0.95 0.602318548577
1.0 0.695992636666
1.05 0.788949809227
1.1 0.880398921851
1.15 0.96972341115
1.2 1.05645232508
1.25 1.14023572461
1.3 1.22082382366
1.35 1.2980493239
1.4 1.37181247862
1.45 1.44206848615
1.5 1.50881687018
1.55 1.57209255376
1.6 1.6319583754
1.65 1.68849883208
1.7 1.74181486501
1.75 1.79201953042
1.8 1.83923442068
1.85 1.88358672066
1.9 1.92520680079
1.95 1.9642262631
2.0 2.00077636854
2.05 2.03498678457
2.1 2.06698460118
2.15 2.09689357104
2.2 2.12483353641
2.25 2.15092001083
2.3 2.17526388866
2.35 2.19797125966
2.4 2.21914330927
2.45 2.23887628833
2.5 2.2572615386
2.55 2.27438556252
2.6 2.29033012761
2.65 2.30517239754
2.7 2.31898508309
2.75 2.33183660749
2.8 2.34379128168
2.85 2.35490948555
2.9 2.36524785228
2.95 2.37485945329
3.0 2.38379398165
3.05 2.39209793267
3.1 2.39981478022
3.15 2.40698514794
3.2 2.41364697465
3.25 2.41983567345
3.3 2.42558428421
3.35 2.43092361915
3.4 2.43588240163
3.45 2.44048739784
3.5 2.44476354182
3.55 2.44873405362
3.6 2.45242055093
3.65 2.45584315436
3.7 2.4590205866
3.75 2.46197026557
3.8 2.46470839206
3.85 2.4672500319
3.9 2.46960919297
3.95 2.4717988974
4.0 2.47383124913
4.05 2.47571749703
4.1 2.47746809405
4.15 2.47909275229
4.2 2.48060049459
4.25 2.48199970256
4.3 2.48329816142
4.35 2.48450310181
4.4 2.48562123876
4.45 2.48665880796
4.5 2.48762159965
4.55 2.48851499
4.6 2.48934397051
4.65 2.49011317523
4.7 2.49082690615
4.75 2.49148915682
4.8 2.49210363428
4.85 2.49267377949
4.9 2.49320278632
4.95 2.49369361914
5.0 2.49414902929
